id,starting_street,end_street,total_distance,total_travel_time,number_of_steps,street_for_each_step,distance_per_step,travel_time_per_step,step_maneuvers,step_direction,step_location_list
id0931661,Warren Street,Whitehall Street,2379.6,279.4,12,Warren Street|Greenwich Street|Murray Street|West Street|West Street|Battery Place|State Street|Bridge Street|Broad Street|Water Street|Whitehall Street|Whitehall Street,123.5|78|191.1|988.6|208.1|230.7|102.1|239.6|62.6|126.9|28.4|0,16.6|11.8|29.7|91|24.9|26.7|19.4|29|10|17.2|3.1|0,depart|turn|turn|turn|fork|end of road|end of road|turn|turn|turn|turn|arrive,none|right|right|left|slight right|left|right|left|right|right|right|arrive,"-74.012357,40.716171|-74.011102,40.715599|-74.011334,40.714922|-74.013553,40.715273|-74.016232,40.706629|-74.016909,40.704832|-74.014245,40.704524|-74.014404,40.703614|-74.011583,40.703519|-74.011505,40.702959|-74.012837,40.702442|-74.0129,40.702693"
id0608263,10th Avenue,6th Avenue,1595.9,147.2,4,10th Avenue|West 50th Street|6th Avenue|6th Avenue,246.3|1095|254.5|0,37.6|87|22.6|0,depart|turn|turn|arrive,none|right|left|arrive,"-73.993198,40.762747|-73.991785,40.764686|-73.980418,40.759911|-73.978953,40.761912"
id1353913,Hudson Street,Greenwich Street,771.9,112.2,6,Hudson Street|Bethune Street|Washington Street|West 10th Street|Greenwich Street|Greenwich Street,34|202.2|395.9|104.1|35.7|0,3.9|31.5|56.9|15.9|4|0,depart|new name|turn|turn|turn|arrive,none|straight|left|left|left|arrive,"-74.005765,40.737237|-74.005858,40.736943|-74.008254,40.736953|-74.008554,40.733401|-74.007344,40.733588|-74.007263,40.733903"
id2431074,2nd Avenue,2nd Avenue,487.9,41.0,2,2nd Avenue|2nd Avenue,487.9|0,41|0,depart|arrive,left|arrive,"-73.96189,40.763975|-73.964691,40.760136"
id0934191,West 50th Street,East 52nd Street,866.8,97.3,4,West 50th Street|6th Avenue|West 52nd Street|East 52nd Street,287.1|156.6|423.2|0,28.2|16.2|52.9|0,depart|turn|turn|arrive,none|left|right|arrive,"-73.983401,40.761159|-73.980418,40.759911|-73.979517,40.761142|-73.975125,40.759296"
id0956985,8th Avenue,8th Avenue,1256.8,161.4,2,8th Avenue|8th Avenue,1256.8|0,161.4|0,depart|arrive,right|arrive,"-73.994156,40.75124|-73.986948,40.761133"
id1537981,1st Avenue,1st Avenue,1147.0,143.6,2,1st Avenue|1st Avenue,1147|0,143.6|0,depart|arrive,right|arrive,"-73.982189,40.731855|-73.975621,40.740886"
id2190119,East 38th Street,West 35th Street,1016.3,153.1,6,East 38th Street|Madison Avenue|East 39th Street|5th Avenue|West 35th Street|West 35th Street,119.4|78.7|154.3|314.3|349.6|0,24.6|12.4|29.6|34.3|52.2|0,depart|turn|turn|turn|turn|arrive,left|left|left|left|right|arrive,"-73.98236,40.750805|-73.981123,40.750282|-73.980675,40.750903|-73.982275,40.751577|-73.984076,40.749102|-73.9877,40.750632"
id3208174,West 24th Street,11th Avenue,2612.6,322.2,5,West 24th Street|10th Avenue|West 45th Street|11th Avenue|11th Avenue,15.3|1676.6|275|645.7|0,9.2|233|22|58|0,depart|turn|turn|turn|arrive,right|left|left|right|arrive,"-74.003842,40.748422|-74.003684,40.748355|-73.994069,40.761552|-73.996925,40.76275|-73.993204,40.767825"
id0224590,West 44th Street,East 84th Street,4503.2,435.6,7,West 44th Street|Madison Avenue|East 46th Street|3rd Avenue|3rd Avenue|East 84th Street|East 84th Street,380.4|159.4|468.3|716.7|2357.7|420.8|0,64.3|16.6|45.9|57.6|188.7|62.5|0,depart|turn|turn|turn|fork|turn|arrive,left|left|right|left|slight right|right|arrive,"-73.982275,40.755766|-73.978332,40.7541|-73.977417,40.755354|-73.972559,40.753309|-73.968457,40.758954|-73.954942,40.777506|-73.950577,40.775666"
id2113666,West 56th Street,Gansevoort Street,4415.6,481.6,7,West 56th Street|7th Avenue|West 53rd Street|9th Avenue|Hudson Street|Gansevoort Street|Gansevoort Street,84.3|238.1|547.8|3106.2|161.9|277.2|0,16.3|23.6|47.2|340|23.5|31|0,depart|turn|turn|turn|new name|turn|arrive,none|right|right|left|straight|right|arrive,"-73.981407,40.765206|-73.980531,40.764839|-73.981898,40.762965|-73.987575,40.765367|-74.005127,40.740851|-74.005407,40.739413|-74.00869,40.739353"
id1844336,West 63rd Street,Broadway,1050.9,125.8,7,West 63rd Street|Columbus Avenue|West 62nd Street|Amsterdam Avenue|West 68th Street|Broadway|Broadway,57.5|80.7|274|477.6|117.1|44.1|0,15.7|8.5|41.4|38.5|19.3|2.4|0,depart|turn|turn|turn|turn|turn|arrive,left|left|right|right|right|right|arrive,"-73.982344,40.771475|-73.982942,40.771724|-73.983403,40.771088|-73.986244,40.772288|-73.983504,40.776047|-73.982282,40.775545|-73.982297,40.775149"
id0055812,East 33rd Street,3rd Avenue,3387.0,298.8,6,East 33rd Street|Park Avenue Tunnel|East 46th Street|3rd Avenue|3rd Avenue|3rd Avenue,297.7|1114.4|302.8|716.7|955.4|0,35.6|103.5|29.1|57.6|73|0,depart|turn|turn|turn|fork|arrive,right|right|right|left|slight right|arrive,"-73.978695,40.7451|-73.981781,40.746402|-73.975698,40.754634|-73.972559,40.753309|-73.968457,40.758954|-73.962994,40.766472"
id3500018,West 9th Street,East 54th Street,4550.6,523.0,7,West 9th Street|6th Avenue|West 36th Street|Park Avenue|Park Avenue|East 54th Street|East 54th Street,163.5|2154.5|628.5|261.2|1239.7|103.1|0,26.3|297.2|54.4|35.2|103.2|6.7|0,depart|turn|turn|turn|fork|turn|arrive,right|right|right|left|slight left|right|arrive,"-73.997462,40.733515|-73.999188,40.734134|-73.986824,40.751088|-73.98031,40.748336|-73.978811,40.750392|-73.972053,40.759637|-73.970981,40.759189"
id3757131,Park Avenue South,Park Avenue South,1001.8,151.1,4,Park Avenue South|Union Square East|Park Avenue South|Park Avenue South,193.2|87.4|721.2|0,33.2|19.2|98.7|0,depart|continue|new name|arrive,none|uturn|straight|arrive,"-73.988367,40.737515|-73.989501,40.736005|-73.988932,40.736522|-73.984793,40.742197"
id3340438,2nd Avenue,2nd Avenue,3423.6,361.1,2,2nd Avenue|2nd Avenue,3423.6|0,361.1|0,depart|arrive,none|arrive,"-73.965131,40.759531|-73.984767,40.732585"
id1738346,7th Avenue,East 52nd Street,2517.2,303.6,5,7th Avenue|West 30th Street|6th Avenue|West 52nd Street|East 52nd Street,101.8|274|1761.4|380|0,20.8|37.9|198.3|46.6|0,depart|turn|turn|turn|arrive,right|left|left|right|arrive,"-73.991882,40.749271|-73.992463,40.748469|-73.989617,40.747277|-73.979517,40.761142|-73.975573,40.759485"
id1914194,8th Avenue,West 34th Street,1140.7,144.9,3,8th Avenue|West 34th Street|West 34th Street,349.7|791|0,48.5|96.4|0,depart|turn|arrive,left|left|arrive,"-73.995464,40.749443|-73.99346,40.752196|-74.001662,40.755655"
id3911611,Park Avenue,Park Avenue,1232.4,125.0,3,Park Avenue|Park Avenue|Park Avenue,22.9|1209.6|0,8.8|116.2|0,depart|continue|arrive,left|uturn|arrive,"-73.968412,40.765017|-73.968543,40.764837|-73.96147,40.774079"
id0240382,Mulberry Street,Park Avenue,3416.5,458.9,8,Mulberry Street|Jersey Street|Lafayette Street|4th Avenue|Union Square East|Park Avenue South|Park Avenue|Park Avenue,433.9|58|870.7|388.6|251.9|1253.4|160.1|0,59.6|7.8|113.7|53.5|34.2|170.3|19.8|0,depart|turn|turn|new name|new name|new name|fork|arrive,none|left|right|straight|straight|straight|slight right|arrive,"-73.996878,40.720349|-73.995351,40.724072|-73.995882,40.724403|-73.99041,40.731002|-73.989898,40.734456|-73.988932,40.736522|-73.981781,40.746402|-73.980817,40.747639"
id2428719,East 91st Street,West 86th Street,1769.5,184.7,5,East 91st Street|5th Avenue|86th Street Transverse Road|West 86th Street|West 86th Street,16.2|491|907.6|354.7|0,9.8|46|103.6|25.3|0,depart|turn|turn|new name|arrive,none|left|right|straight|arrive,"-73.957928,40.784647|-73.958096,40.784718|-73.960919,40.780856|-73.969349,40.785303|-73.973033,40.786849"
id2298628,Broome Street,East 4th Street,1496.8,215.1,6,Broome Street|Elizabeth Street|East Houston Street|1st Avenue|East 4th Street|East 4th Street,33.8|523.2|448.3|293.2|198.3|0,7|69.3|66|45.1|27.7|0,depart|turn|turn|turn|turn|arrive,none|right|right|left|right|arrive,"-73.994907,40.719723|-73.99526,40.719867|-73.993498,40.724377|-73.988578,40.72285|-73.987053,40.725203|-73.984997,40.724336"
id0966023,Kenmare Street,Bowery,882.1,128.7,6,Kenmare Street|Cleveland Place|Lafayette Street|Bleecker Street|Bowery|Bowery,23.3|99|457.9|226.5|75.2|0,10.7|13.1|59.6|35|10.3|0,depart|turn|new name|turn|end of road|arrive,none|left|slight right|right|left|arrive,"-73.997651,40.721536|-73.997399,40.721449|-73.997128,40.722304|-73.994648,40.725935|-73.992143,40.725214|-73.991906,40.725866"
id3835468,West 46th Street,East 57th Street,1977.2,165.4,4,West 46th Street|6th Avenue|West 57th Street|East 57th Street,359.7|881.1|736.3|0,35|81.6|48.8|0,depart|turn|turn|arrive,left|left|right|arrive,"-73.985982,40.758966|-73.982254,40.75739|-73.977196,40.764324|-73.969555,40.76111"
id3356848,Avenue B,East 14th Street,741.4,99.1,3,Avenue B|East 14th Street|East 14th Street,102.1|639.3|0,23.5|75.6|0,depart|turn|arrive,none|left|arrive,"-73.978615,40.728636|-73.978031,40.72944|-73.984662,40.732231"
id1766050,Broadway,East 79th Street,4022.3,349.7,8,Broadway|West 61st Street|Central Park West|65th Street Transverse|East 65th Street|3rd Avenue|East 79th Street|East 79th Street,571.7|118.2|318.9|885.6|620.8|1141.2|365.9|0,57.5|26.5|30.3|60.1|56|93.4|25.9|0,depart|turn|end of road|turn|new name|turn|turn|arrive,left|left|left|right|straight|left|right|arrive,"-73.982305,40.774931|-73.982255,40.769792|-73.981029,40.769275|-73.979193,40.771782|-73.970281,40.768025|-73.963843,40.765309|-73.95731,40.774297|-73.953514,40.772697"
id0921565,5th Avenue,East 38th Street,2711.9,250.2,5,5th Avenue|East 54th Street|Park Avenue|East 38th Street|East 38th Street,1023.1|299.3|1355.8|33.8|0,98.3|25.6|119.5|6.8|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.969498,40.76909|-73.975373,40.76104|-73.97227,40.759729|-73.979599,40.749648|-73.97925,40.749499"
id2446844,West 23rd Street,East 88th Street,6244.2,673.0,6,West 23rd Street|Madison Avenue|East 89th Street|5th Avenue|East 88th Street|East 88th Street,541|5325.9|154.5|80.7|142.1|0,75.9|534.3|29.7|12.6|20.5|0,depart|turn|turn|turn|turn|arrive,left|left|left|left|left|arrive,"-73.993602,40.743237|-73.987984,40.740884|-73.957404,40.782792|-73.959007,40.783468|-73.95947,40.782833|-73.957995,40.782212"
id2523968,West 40th Street,Chrystie Street,4393.4,536.2,6,West 40th Street|5th Avenue|East 36th Street|2nd Avenue|Chrystie Street|Chrystie Street,231.6|314.1|837.9|2832.6|177.3|0,37.4|33.9|69.2|371.9|23.8|0,depart|turn|turn|turn|new name|arrive,left|right|left|right|straight|arrive,"-73.984224,40.753209|-73.981822,40.752197|-73.983621,40.749724|-73.974927,40.746068|-73.991006,40.723738|-73.99173,40.722242"
id3446169,West Houston Street,East 40th Street,3950.5,532.9,6,West Houston Street|Lafayette Street|East 8th Street|3rd Avenue|East 40th Street|East 40th Street,489.3|668.8|112.3|2531.5|148.6|0,70.5|87.3|21.9|329.8|23.4|0,depart|turn|turn|turn|turn|arrive,none|left|right|left|right|arrive,"-74.000433,40.727129|-73.99538,40.725032|-73.991069,40.730045|-73.989902,40.729558|-73.97535,40.749468|-73.973811,40.748815"
id1203234,University Place,East Houston Street,2036.8,281.5,7,University Place|East 10th Street|3rd Avenue|Cooper Square|Bowery|East Houston Street|East Houston Street,135.2|459.2|148.1|311|347.9|635.4|0,20.9|59.3|20.7|40.7|55.1|84.8|0,depart|turn|turn|new name|new name|turn|arrive,right|right|right|straight|straight|left|arrive,"-73.994689,40.731712|-73.993814,40.732731|-73.989053,40.730724|-73.989902,40.729558|-73.991603,40.727114|-73.992693,40.724098|-73.985699,40.721969"
id0923740,West 57th Street,Broadway,2307.7,245.8,5,West 57th Street|5th Avenue|West 39th Street|Broadway|Broadway,260.7|1447.3|466.9|132.7|0,18.5|132.5|77.9|16.9|0,depart|turn|turn|turn|arrive,left|right|right|left|arrive,"-73.976674,40.764105|-73.973968,40.762967|-73.982275,40.751577|-73.98711,40.753628|-73.98745,40.752463"
id0519549,West 15th Street,8th Avenue,1943.4,261.5,3,West 15th Street|8th Avenue|8th Avenue,14|1929.3|0,5.4|256.1|0,depart|turn|arrive,right|right|arrive,"-74.001844,40.740382|-74.001989,40.740444|-73.990951,40.755641"
id2111876,1st Avenue,1st Avenue,773.0,104.6,2,1st Avenue|1st Avenue,773|0,104.6|0,depart|arrive,none|arrive,"-73.977812,40.737884|-73.973376,40.743967"
id1913204,9th Avenue,West 57th Street,4468.2,518.6,7,9th Avenue|West 14th Street|8th Avenue|West 36th Street|6th Avenue|West 57th Street|West 57th Street,160.7|275.1|1743.1|549|1680.9|59.4|0,22.2|38.9|235.2|47.5|171.6|3.2|0,depart|end of road|turn|turn|turn|turn|arrive,left|right|left|right|left|left|arrive,"-74.006289,40.739691|-74.005344,40.740946|-74.002491,40.739745|-73.992525,40.753478|-73.986824,40.751088|-73.977196,40.764324|-73.977812,40.764584"
id1124770,6th Avenue,Avenue B,2165.3,293.8,6,6th Avenue|West 4th Street|Washington Square South|West 4th Street|Avenue B|Avenue B,302|135.6|304.2|1375.6|47.9|0,44.3|17.1|38.1|187.6|6.7|0,depart|turn|new name|turn|turn|arrive,none|right|straight|straight|left|arrive,"-74.002414,40.729231|-74.000954,40.731706|-73.999604,40.731043|-73.996569,40.729563|-73.982524,40.723278|-73.982249,40.723655"
id2375119,Madison Avenue,West 34th Street,689.4,98.6,3,Madison Avenue|East 34th Street|West 34th Street,509.8|179.6|0,76.6|22|0,depart|turn|arrive,left|left|arrive,"-73.985883,40.743753|-73.982957,40.747765|-73.98482,40.748549"
id2190893,West 30th Street,6th Avenue,1517.9,189.5,3,West 30th Street|6th Avenue|6th Avenue,341.4|1176.6|0,47.5|142|0,depart|turn|arrive,right|left|arrive,"-73.99316,40.748765|-73.989617,40.747277|-73.982878,40.756541"
id2384885,Murray Street,Avenue A,3808.9,504.1,12,Murray Street|West Street|Harrison Street|Hudson Street|Ericsson PI|Beach Street|West Broadway|Laguardia Place|Washington Square South|West 4th Street|Avenue A|Avenue A,56.3|432.4|299|224.9|135|119.6|880.3|389|78.9|1151.6|42|0,14.5|42.6|38.9|35.7|19.5|15.5|114.7|51.7|10.9|154.2|5.9|0,depart|turn|turn|end of road|turn|on ramp|new name|new name|end of road|turn|turn|arrive,left|left|right|left|right|straight|slight left|straight|right|straight|left|arrive,"-74.013867,40.715323|-74.013214,40.715219|-74.012325,40.719048|-74.008819,40.718642|-74.008466,40.720646|-74.006894,40.720475|-74.005489,40.720342|-73.999865,40.727008|-73.997358,40.729944|-73.996569,40.729563|-73.984837,40.724269|-73.984596,40.724599"
id0267666,Lexington Avenue,West 49th Street,2853.4,247.0,3,Lexington Avenue|East 49th Street|West 49th Street,1865|988.5|0,172.3|74.7|0,depart|turn|arrive,left|right|arrive,"-73.962119,40.770548|-73.97282,40.75587|-73.983069,40.760195"
id2812309,West 46th Street,Washington Street,8273.5,846.4,15,West 46th Street|8th Avenue|West 47th Street|9th Avenue|West 42nd Street|12th Avenue|11th Avenue|West Street|Liberty Street|South End Avenue|Albany Street|Greenwich Street|Carlisle Street|Washington Street|Washington Street,19.5|79.1|273.9|403.5|836.6|1710.5|628.7|3532.6|109.3|171.4|300.9|48.8|76.9|81.8|0,8.7|16.2|38|34.4|65.4|174.6|62.3|324.6|20.5|26.5|42|8.9|15.2|9.1|0,depart|turn|turn|turn|turn|turn|new name|new name|turn|new name|turn|end of road|turn|turn|arrive,none|left|left|left|right|left|straight|straight|right|left|left|right|right|left|arrive,"-73.988131,40.759873|-73.987929,40.759787|-73.987475,40.760409|-73.990316,40.761606|-73.992631,40.75843|-74.001322,40.762069|-74.007832,40.74806|-74.008871,40.742463|-74.014646,40.71113|-74.015809,40.711565|-74.016375,40.710085|-74.013079,40.709159|-74.013259,40.708742|-74.014049,40.709088|-74.01432,40.708382"
id2531031,6th Avenue,East 72nd Street,5278.1,495.3,6,6th Avenue|West 36th Street|3rd Avenue|3rd Avenue|East 72nd Street|East 72nd Street,1194.5|933.9|1518.2|1371.6|259.8|0,165.9|78.4|122|110.1|18.9|0,depart|turn|turn|fork|turn|arrive,none|right|left|slight right|right|arrive,"-73.993686,40.741691|-73.986824,40.751088|-73.977146,40.746996|-73.968457,40.758954|-73.960604,40.769747|-73.95791,40.76861"
id1658075,Bowery,Prospect Place,6985.6,613.6,8,Bowery|Manhattan Bridge|Flatbush Avenue|4th Avenue|Atlantic Avenue|Washington Avenue|Prospect Place|Prospect Place,1214|2311.3|1494.7|64.2|1247.5|504.4|149.6|0,165.6|179.3|105.2|10.5|91.7|39.8|21.5|0,depart|turn|new name|turn|turn|turn|turn|arrive,none|slight left|straight|right|left|right|right|arrive,"-73.991781,40.726624|-73.996079,40.716244|-73.985191,40.69722|-73.978093,40.684952|-73.9784,40.684424|-73.964363,40.681037|-73.963529,40.676547|-73.965238,40.676906"
id0491880,5th Avenue,6th Avenue,2754.7,343.9,4,5th Avenue|West 21st Street|6th Avenue|6th Avenue,229.1|310.2|2215.4|0,35.8|38.7|269.4|0,depart|turn|turn|arrive,none|right|right|arrive,"-73.989215,40.742051|-73.990531,40.740249|-73.993739,40.741617|-73.981041,40.759057"
id1855762,Broome Street,Cherry Street,1290.9,187.8,7,Broome Street|Bowery|Grand Street|Allen Street|Pike Street|Cherry Street|Cherry Street,93.5|116.6|308.3|362|392.4|18|0,19.6|19.8|44.4|46.6|55.4|2|0,depart|turn|turn|turn|new name|turn|arrive,none|left|left|right|straight|right|arrive,"-73.99341,40.719086|-73.994391,40.719457|-73.994812,40.718458|-73.991422,40.717418|-73.99282,40.714373|-73.992197,40.710889|-73.992404,40.710849"
id1836986,West 34th Street,10th Avenue,2006.4,258.8,3,West 34th Street|10th Avenue|10th Avenue,34.1|1972.2|0,11.1|247.7|0,depart|turn|arrive,none|left|arrive,"-73.999505,40.754731|-73.99915,40.754583|-73.987835,40.770106"
id0038785,West 47th Street,Broadway,1615.3,183.2,6,West 47th Street|8th Avenue|Central Park West|West 62nd Street|Broadway|Broadway,65.9|937|303.3|140.4|168.8|0,11.4|111.3|37.7|11.5|11.3|0,depart|turn|rotary|turn|turn|arrive,right|right|right|left|right|arrive,"-73.986792,40.760121|-73.987475,40.760409|-73.981997,40.767688|-73.980576,40.769911|-73.98204,40.770515|-73.982077,40.772032"
id1794226,Park Avenue,Vesey Street,7574.3,731.2,6,Park Avenue|East 37th Street|11th Avenue|West Street|Vesey Street|Vesey Street,443|1983.4|1861.8|3229.4|56.8|0,46.4|153|227.2|297.9|6.7|0,depart|turn|turn|new name|turn|arrive,left|right|left|straight|right|arrive,"-73.97783,40.752443|-73.980051,40.749028|-74.000628,40.757686|-74.008871,40.742463|-74.013934,40.713801|-74.014524,40.714046"
id1126857,Sullivan Street,East 19th Street,2769.3,378.3,10,Sullivan Street|Washington Square South|Washington Square East|University Place|East 12th Street|3rd Avenue|East 20th Street|2nd Avenue|East 19th Street|East 19th Street,574.7|227.7|154|426.1|447.8|635|216.1|74.8|13.2|0,76.5|34.9|19.2|59.4|61.5|89.1|28.1|8.2|1.4|0,depart|end of road|continue|turn|turn|turn|turn|turn|turn|arrive,right|right|left|straight|right|left|right|right|right|arrive,"-74.002503,40.72631|-73.998842,40.730669|-73.996569,40.729563|-73.995572,40.730723|-73.992792,40.733922|-73.98815,40.731964|-73.984509,40.736962|-73.982267,40.73602|-73.982695,40.735431|-73.982832,40.735489"
id0867940,6th Avenue,West 73rd Street,4566.9,485.0,5,6th Avenue|Central Park South|Central Park West|West 73rd Street|West 73rd Street,2708.3|513.5|1120.7|224.4|0,304.8|38.2|109.8|32.2|0,depart|turn|rotary|turn|arrive,right|left|slight right|left|arrive,"-73.991749,40.744352|-73.976221,40.765671|-73.981407,40.768031|-73.975461,40.776899|-73.977783,40.777889"
id0270736,West 86th Street,East 76th Street,1737.3,192.3,5,West 86th Street|86th Street Transverse Road|5th Avenue|East 76th Street|East 76th Street,31.1|921.5|657.8|126.8|0,4|105.7|64.4|18.2|0,depart|new name|turn|turn|arrive,left|straight|right|left|arrive,"-73.969672,40.785439|-73.969349,40.785303|-73.961375,40.780223|-73.965148,40.775045|-73.963832,40.774491"
id2853765,Columbus Avenue,West 58th Street,4332.1,359.3,3,Columbus Avenue|West 58th Street|West 58th Street,4105.3|226.8|0,326.7|32.6|0,depart|turn|arrive,none|left|arrive,"-73.961645,40.800882|-73.985232,40.768584|-73.982873,40.767602"
id3424846,Broadway,Pearl Street,1543.1,192.1,5,Broadway|Worth Street|Saint James Place|Pearl Street|Pearl Street,136.7|629.9|310.6|466|0,25|79.5|38.7|48.9|0,depart|turn|turn|new name|arrive,left|left|right|straight|arrive,"-74.003646,40.717317|-74.00453,40.716287|-73.998226,40.713254|-74.00046,40.711034|-74.003793,40.707728"
id1540700,Lexington Avenue,Park Avenue,5179.0,461.6,7,Lexington Avenue|East 32nd Street|3rd Avenue|3rd Avenue|East 86th Street|Park Avenue|Park Avenue,59.8|155.6|1842.5|2526|296.9|298.2|0,14.2|24.7|166.4|205.2|25.5|25.6|0,depart|turn|turn|fork|turn|turn|arrive,none|left|left|slight right|left|right|arrive,"-73.980307,40.745602|-73.980654,40.745133|-73.979038,40.744457|-73.968457,40.758954|-73.953979,40.778832|-73.957059,40.78013|-73.955344,40.782476"
id0756379,3rd Avenue,West 52nd Street,1921.8,176.3,5,3rd Avenue|East 53rd Street|Broadway|West 52nd Street|West 52nd Street,509.3|1296.6|80.4|35.5|0,47.5|106.6|18.3|3.9|0,depart|turn|turn|turn|arrive,left|left|left|left|arrive,"-73.972287,40.753683|-73.969372,40.757694|-73.982826,40.763355|-73.983222,40.762697|-73.982853,40.762543"
id0482604,West 26th Street,East 66th Street,4424.6,424.2,7,West 26th Street|6th Avenue|West 36th Street|3rd Avenue|3rd Avenue|East 66th Street|East 66th Street,246.9|798.6|933.9|1518.2|886.8|40.2|0,35.1|111.6|78.4|122|74.5|2.6|0,depart|turn|turn|turn|fork|turn|arrive,right|left|right|left|slight right|left|arrive,"-73.993976,40.745885|-73.991415,40.744807|-73.986824,40.751088|-73.977146,40.746996|-73.968457,40.758954|-73.963388,40.765932|-73.963805,40.766108"
id3027980,1st Avenue,East 51st Street,2636.7,280.5,5,1st Avenue|1st Avenue|1st Avenue Tunnel|East 51st Street|East 51st Street,1600.3|16.8|831.6|187.9|0,193.2|0.9|59.4|27|0,depart|fork|fork|turn|arrive,right|slight left|slight right|left|arrive,"-73.979711,40.735234|-73.970566,40.747842|-73.970515,40.747988|-73.965697,40.754505|-73.967646,40.755327"
id1138686,Lexington Avenue,East 25th Street,1627.6,198.1,3,Lexington Avenue|East 25th Street|East 25th Street,1438.9|188.7|0,173|25.1|0,depart|turn|arrive,none|right|arrive,"-73.975561,40.752112|-73.983814,40.740787|-73.985777,40.741604"
id2106690,5th Avenue,9th Avenue,1593.3,205.7,4,5th Avenue|West 19th Street|9th Avenue|9th Avenue,294.9|1136.2|162.2|0,43.1|140.5|22.1|0,depart|turn|turn|arrive,left|right|left|arrive,"-73.989692,40.741414|-73.991375,40.739089|-74.003157,40.744056|-74.004078,40.742776"
id1681832,10th Avenue,Park Avenue,2635.7,225.8,4,10th Avenue|West 50th Street|Park Avenue|Park Avenue,87.6|1726|822.1|0,15.9|136.3|73.6|0,depart|turn|turn|arrive,right|right|left|arrive,"-73.992287,40.763996|-73.991785,40.764686|-73.973886,40.757137|-73.96914,40.763595"
id0784491,Central Park West,West 79th Street,870.2,77.5,5,Central Park West|West 81st Street|Columbus Avenue|West 79th Street|West 79th Street,234|271.9|164|200.3|0,23.6|25.5|15.2|13.2|0,depart|turn|turn|turn|arrive,none|right|left|right|arrive,"-73.9704,40.783882|-73.971734,40.782037|-73.974542,40.783243|-73.975483,40.781952|-73.97756,40.782829"
id3957551,5th Avenue,9th Avenue,1826.2,235.6,4,5th Avenue|West 29th Street|9th Avenue|9th Avenue,63.9|1135.4|626.9|0,11.4|142.3|81.9|0,depart|turn|turn|arrive,none|right|left|arrive,"-73.986479,40.745804|-73.986846,40.745301|-73.998626,40.750257|-74.002231,40.745327"
id2778853,Broadway,Broadway,1818.8,136.7,3,Broadway|Broadway|Broadway,612.5|1206.3|0,41.9|94.8|0,depart|fork|arrive,none|slight left|arrive,"-73.964318,40.807616|-73.96781,40.802787|-73.973199,40.792906"
id1443937,6th Avenue,West 41st Street,1607.2,230.1,3,6th Avenue|West 41st Street|West 41st Street,1094.2|513|0,152.2|77.9|0,depart|turn|arrive,right|left|arrive,"-73.990865,40.745562|-73.984596,40.754177|-73.989919,40.756416"
id0618573,East 29th Street,8th Avenue,2077.3,219.4,5,East 29th Street|Madison Avenue|East 37th Street|8th Avenue|8th Avenue,139|641.1|1013.1|284.1|0,19.6|89.7|78.2|31.9|0,depart|turn|turn|turn|arrive,none|right|left|right|arrive,"-73.983804,40.744016|-73.985246,40.744623|-73.981568,40.749669|-73.992079,40.754091|-73.990451,40.756328"
id1147295,Columbus Avenue,Broadway,2997.6,289.6,5,Columbus Avenue|West 61st Street|Broadway|Broadway|Broadway,2340.4|154.5|164.5|338.2|0,194.9|24.5|22.3|47.9|0,depart|turn|turn|rotary|arrive,none|left|right|slight right|arrive,"-73.970419,40.788896|-73.98385,40.770478|-73.982255,40.769792|-73.982226,40.768317|-73.981996,40.769436"
id3029689,Madison Avenue,West 71st Street,1985.0,265.2,10,Madison Avenue|East 75th Street|5th Avenue|Terrace Drive|Olmstead and Vaux Way|Terrace Drive|West 72nd Street|Columbus Avenue|West 71st Street|West 71st Street,90.1|154|247.7|182.6|566.1|220.5|273.3|86.1|164.5|0,15.2|29.5|24.3|25.9|78.8|33.9|25.1|8.9|23.6|0,depart|turn|turn|turn|new name|fork|new name|turn|turn|arrive,none|left|left|right|straight|slight left|straight|left|right|arrive,"-73.964527,40.773025|-73.964011,40.773735|-73.96561,40.774407|-73.967039,40.772461|-73.968882,40.773227|-73.974928,40.774718|-73.975959,40.776217|-73.978801,40.777403|-73.979295,40.776725|-73.980999,40.777447"
id0370150,West 23rd Street,8th Avenue,3310.0,411.4,3,West 23rd Street|8th Avenue|8th Avenue,531.4|2778.6|0,65.6|345.8|0,depart|turn|arrive,left|right|arrive,"-73.992974,40.742972|-73.998485,40.745295|-73.982562,40.767171"
id3052710,East 81st Street,Park Avenue,1644.7,152.4,3,East 81st Street|Park Avenue|Park Avenue,279.9|1364.9|0,31|121.4|0,depart|turn|arrive,right|left|arrive,"-73.956756,40.77577|-73.959657,40.776997|-73.967508,40.766263"
id1178638,Laguardia Place,University Place,332.4,50.6,5,Laguardia Place|Washington Square South|Washington Square East|University Place|University Place,8.5|78.9|154|91.1|0,5.1|16.2|19.2|10.1|0,depart|turn|continue|turn|arrive,none|right|left|straight|arrive,"-73.997412,40.729879|-73.997358,40.729944|-73.996569,40.729563|-73.995572,40.730723|-73.994959,40.731397"
id1516375,7th Avenue,West 22nd Street,1706.2,228.1,3,7th Avenue|West 22nd Street|West 22nd Street,1242.1|464.1|0,174.3|53.8|0,depart|turn|arrive,left|left|arrive,"-73.989012,40.75321|-73.996129,40.743431|-73.991316,40.741403"
